,StatZone,Street,HouseNum,Year,Month,Day,CrimeType,CrimeLocType
4290,613,דמה,דמה,2012.0,12.0,4.0,עבירות כלפי הרכוש,בית הקרבן        
4305,613,דמה,דמה,2012.0,10.0,20.0,שאר עבירות,בית הקרבן        
4318,613,דמה,דמה,2012.0,9.0,1.0,עבירות מרמה,בית הקרבן        
4326,613,דמה,דמה,2012.0,8.0,30.0,עבירות כלפי הרכוש,בית הקרבן        
4337,613,דמה,דמה,2012.0,7.0,30.0,עבירות כלפי הרכוש,בית הקרבן        
4408,613,דמה,דמה,2012.0,10.0,11.0,עבירות כלפי המוסר,בית המבצע        
4413,613,דמה,דמה,2012.0,9.0,9.0,עבירות סדר ציבורי,בית המבצע        
4421,613,דמה,דמה,2012.0,7.0,11.0,עבירות סדר ציבורי,בית המבצע        
4436,613,דמה,דמה,2012.0,10.0,19.0,עבירות כלפי הרכוש,בית המבצע        
4438,613,דמה,דמה,2012.0,9.0,14.0,עבירות סדר ציבורי,בית המבצע        
4439,613,דמה,דמה,2012.0,9.0,14.0,עבירות כלפי הרכוש,בית המבצע        
4442,613,דמה,דמה,2012.0,9.0,4.0,עבירות סדר ציבורי,בית המבצע        
4446,613,דמה,דמה,2012.0,7.0,18.0,עבירות כלפי הרכוש,בית המבצע        
4464,613,דמה,דמה,2012.0,11.0,22.0,עבירות מרמה,בית המבצע        
4471,613,דמה,דמה,2012.0,9.0,14.0,עבירות נגד גוף,בית המבצע        
4476,613,דמה,דמה,2012.0,8.0,23.0,עבירות כלפי המוסר,בית המבצע        
4500,613,דמה,דמה,2012.0,11.0,8.0,עבירות כלפי הרכוש,בית המבצע        
4510,613,דמה,דמה,2012.0,9.0,13.0,עבירות סדר ציבורי,בית המבצע        
4511,613,דמה,דמה,2012.0,9.0,11.0,עבירות סדר ציבורי,בית המבצע        
4520,613,דמה,דמה,2012.0,7.0,11.0,עבירות סדר ציבורי,בית המבצע        
4554,613,דמה,דמה,2012.0,7.0,28.0,עבירות נגד גוף,בית-קפה/מסעדה    
4555,613,דמה,דמה,2012.0,7.0,23.0,עבירות כלפי הרכוש,בית-קפה/מסעדה    
4564,613,דמה,דמה,2012.0,7.0,28.0,עבירות נגד גוף,בית-קפה/מסעדה    
4573,613,דמה,דמה,2012.0,11.0,6.0,עבירות סדר ציבורי,בית-קפה/מסעדה    
4574,613,דמה,דמה,2012.0,10.0,2.0,עבירות כלפי הרכוש,בית-קפה/מסעדה    
4575,613,דמה,דמה,2012.0,7.0,28.0,עבירות סדר ציבורי,בית-קפה/מסעדה    
4583,613,דמה,דמה,2012.0,9.0,19.0,עבירות כלפי הרכוש,בית-ספר יסודי    
4584,613,דמה,דמה,2012.0,9.0,19.0,עבירות סדר ציבורי,בית-ספר יסודי    
4596,613,דמה,דמה,2012.0,10.0,21.0,עבירות נגד גוף,"בי""ס תיכון כללי  "
4606,613,דמה,דמה,2012.0,7.0,29.0,עבירות כלפי הרכוש,"בי""ס תיכון כללי  "
4615,613,דמה,דמה,2012.0,8.0,9.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
4621,613,דמה,דמה,2012.0,10.0,22.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
4624,613,דמה,דמה,2012.0,7.0,15.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
4627,613,דמה,דמה,2012.0,9.0,3.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
4642,621,דמה,דמה,2012.0,11.0,25.0,עבירות סדר ציבורי,תחנת אוטובוס     
4666,621,דמה,דמה,2012.0,9.0,24.0,עבירות בטחון,רחוב             
4667,621,דמה,דמה,2012.0,9.0,24.0,עבירות כלפי הרכוש,רחוב             
4680,621,דמה,דמה,2012.0,7.0,8.0,עבירות כלפי הרכוש,רחוב             
4726,621,דמה,דמה,2012.0,10.0,17.0,עבירות נגד גוף,רחוב             
4731,621,דמה,דמה,2012.0,9.0,24.0,עבירות סדר ציבורי,רחוב             
4736,621,דמה,דמה,2012.0,9.0,3.0,עבירות מרמה,רחוב             
4738,621,דמה,דמה,2012.0,8.0,24.0,עבירות כלפי המוסר,רחוב             
4741,621,דמה,דמה,2012.0,8.0,3.0,עבירות כלפי הרכוש,רחוב             
4742,621,דמה,דמה,2012.0,7.0,30.0,עבירות כלפי הרכוש,רחוב             
4789,621,דמה,דמה,2012.0,10.0,17.0,עבירות כלפי הרכוש,רחוב             
4793,621,דמה,דמה,2012.0,9.0,24.0,עבירות נגד אדם,רחוב             
4797,621,דמה,דמה,2012.0,8.0,5.0,עבירות נגד גוף,רחוב             
4798,621,דמה,דמה,2012.0,8.0,5.0,עבירות נגד גוף,רחוב             
4845,621,דמה,דמה,2012.0,12.0,15.0,עבירות כלפי הרכוש,רחוב             
4847,621,דמה,דמה,2012.0,11.0,29.0,עבירות כלפי הרכוש,רחוב             
4850,621,דמה,דמה,2012.0,10.0,17.0,עבירות מין,רחוב             
4859,621,דמה,דמה,2012.0,9.0,3.0,עבירות כלפי הרכוש,רחוב             
4906,621,דמה,דמה,2012.0,8.0,1.0,עבירות כלפי המוסר,משרדים           
4932,621,דמה,דמה,2012.0,10.0,2.0,עבירות סדר ציבורי,מעון חסות לנוער  
4935,621,דמה,דמה,2012.0,7.0,19.0,עבירות נגד גוף,"מספרה,מכוני יופי"
4958,621,דמה,דמה,2012.0,8.0,19.0,עבירות כלפי הרכוש,מוסד חנוך אחר    
4975,621,דמה,דמה,2012.0,7.0,14.0,עבירות כלפי הרכוש,מבנה אחר         
5020,621,דמה,דמה,2012.0,10.0,20.0,עבירות סדר ציבורי,חצר בית          
5021,621,דמה,דמה,2012.0,10.0,5.0,עבירות כלפי הרכוש,חצר בית          
5022,621,דמה,דמה,2012.0,8.0,15.0,עבירות סדר ציבורי,חצר בית          
5035,621,דמה,דמה,2012.0,7.0,31.0,עבירות כלפי המוסר,חצר בית          
5036,621,דמה,דמה,2012.0,7.0,31.0,עבירות כלפי המוסר,חצר בית          
5048,621,דמה,דמה,2012.0,11.0,16.0,עבירות כלפי הרכוש,חצר בית          
5049,621,דמה,דמה,2012.0,10.0,5.0,עבירות כלפי הרכוש,חצר בית          
5052,621,דמה,דמה,2012.0,8.0,16.0,עבירות כלפי הרכוש,חצר בית          
5053,621,דמה,דמה,2012.0,8.0,12.0,עבירות כלפי הרכוש,חצר בית          
5083,621,דמה,דמה,2012.0,10.0,9.0,עבירות כלפי הרכוש,חניה             
5084,621,דמה,דמה,2012.0,10.0,6.0,עבירות כלפי הרכוש,חניה             
5086,621,דמה,דמה,2012.0,9.0,24.0,עבירות כלפי הרכוש,חניה             
5169,621,דמה,דמה,2012.0,8.0,7.0,עבירות כלפי הרכוש,חניה             
5170,621,דמה,דמה,2012.0,7.0,6.0,עבירות סדר ציבורי,חניה             
5195,621,דמה,דמה,2012.0,12.0,11.0,עבירות כלפי הרכוש,חניה             
5198,621,דמה,דמה,2012.0,11.0,2.0,עבירות כלפי הרכוש,חניה             
5205,621,דמה,דמה,2012.0,9.0,26.0,עבירות כלפי הרכוש,חניה             
5213,621,דמה,דמה,2012.0,8.0,16.0,עבירות כלפי הרכוש,חניה             
5286,621,דמה,דמה,2012.0,9.0,27.0,עבירות סדר ציבורי,"חדר מדרגות,מעליות"
5294,621,דמה,דמה,2012.0,9.0,27.0,עבירות כלפי הרכוש,"חדר מדרגות,מעליות"
5295,621,דמה,דמה,2012.0,9.0,16.0,עבירות כלפי הרכוש,"חדר מדרגות,מעליות"
5297,621,דמה,דמה,2012.0,9.0,9.0,עבירות סדר ציבורי,"חדר מדרגות,מעליות"
5315,621,דמה,דמה,2012.0,9.0,6.0,עבירות נגד גוף,"חדר מדרגות,מעליות"
5323,621,דמה,דמה,2012.0,12.0,16.0,עבירות סדר ציבורי,גן ציבורי - פארק 
5324,621,דמה,דמה,2012.0,8.0,30.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5325,621,דמה,דמה,2012.0,8.0,30.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5326,621,דמה,דמה,2012.0,8.0,7.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5327,621,דמה,דמה,2012.0,8.0,7.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5328,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5329,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5335,621,דמה,דמה,2012.0,8.0,14.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5336,621,דמה,דמה,2012.0,8.0,7.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5337,621,דמה,דמה,2012.0,8.0,7.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5338,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5339,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי הרכוש,גן ציבורי - פארק 
5340,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5345,621,דמה,דמה,2012.0,10.0,9.0,עבירות נגד גוף,גן ציבורי - פארק 
5346,621,דמה,דמה,2012.0,8.0,7.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5347,621,דמה,דמה,2012.0,8.0,7.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5348,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5349,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5350,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5351,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי הרכוש,גן ציבורי - פארק 
5352,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5355,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5356,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5357,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5358,621,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,גן ציבורי - פארק 
5367,621,דמה,דמה,2012.0,8.0,26.0,עבירות סדר ציבורי,גג               
5368,621,דמה,דמה,2012.0,8.0,26.0,עבירות סדר ציבורי,גג               
5371,621,דמה,דמה,2012.0,8.0,5.0,עבירות מרמה,בנק              
5374,621,דמה,דמה,2012.0,8.0,13.0,עבירות סדר ציבורי,בית מגורים אחר   
5388,621,דמה,דמה,2012.0,10.0,21.0,עבירות כלפי המוסר,בית מגורים אחר   
5396,621,דמה,דמה,2012.0,10.0,16.0,עבירות כלפי המוסר,בית מגורים אחר   
5398,621,דמה,דמה,2012.0,9.0,17.0,עבירות כלפי הרכוש,בית מגורים אחר   
5399,621,דמה,דמה,2012.0,9.0,17.0,עבירות כלפי הרכוש,בית מגורים אחר   
5402,621,דמה,דמה,2012.0,7.0,31.0,עבירות כלפי הרכוש,בית מגורים אחר   
5410,621,דמה,דמה,2012.0,7.0,31.0,עבירות סדר ציבורי,בית מגורים אחר   
5420,621,דמה,דמה,2012.0,12.0,10.0,עבירות כלפי הרכוש,בית חולים        
5430,621,דמה,דמה,2012.0,10.0,15.0,עבירות כלפי הרכוש,בית חולים        
5431,621,דמה,דמה,2012.0,10.0,12.0,עבירות כלפי הרכוש,בית חולים        
5436,621,דמה,דמה,2012.0,10.0,1.0,עבירות נגד גוף,בית חולים        
5437,621,דמה,דמה,2012.0,9.0,21.0,עבירות כלפי הרכוש,בית חולים        
5438,621,דמה,דמה,2012.0,9.0,21.0,עבירות סדר ציבורי,בית חולים        
5439,621,דמה,דמה,2012.0,9.0,21.0,עבירות כלפי הרכוש,בית חולים        
5441,621,דמה,דמה,2012.0,9.0,18.0,עבירות כלפי הרכוש,בית חולים        
5442,621,דמה,דמה,2012.0,9.0,19.0,עבירות סדר ציבורי,בית חולים        
5447,621,דמה,דמה,2012.0,9.0,10.0,עבירות נגד גוף,בית חולים        
5449,621,דמה,דמה,2012.0,8.0,23.0,עבירות סדר ציבורי,בית חולים        
5453,621,דמה,דמה,2012.0,8.0,17.0,עבירות סדר ציבורי,בית חולים        
5460,621,דמה,דמה,2012.0,7.0,6.0,עבירות כלפי הרכוש,בית חולים        
5526,621,דמה,דמה,2012.0,12.0,18.0,עבירות כלפי הרכוש,בית חולים        
5529,621,דמה,דמה,2012.0,11.0,21.0,עבירות כלפי הרכוש,בית חולים        
5539,621,דמה,דמה,2012.0,10.0,10.0,עבירות מרמה,בית חולים        
5542,621,דמה,דמה,2012.0,9.0,26.0,עבירות נגד גוף,בית חולים        
5545,621,דמה,דמה,2012.0,9.0,5.0,שאר עבירות,בית חולים        
5549,621,דמה,דמה,2012.0,8.0,22.0,עבירות כלפי הרכוש,בית חולים        
5554,621,דמה,דמה,2012.0,8.0,8.0,עבירות סדר ציבורי,בית חולים        
5559,621,דמה,דמה,2012.0,7.0,17.0,עבירות סדר ציבורי,בית חולים        
5560,621,דמה,דמה,2012.0,7.0,17.0,עבירות כלפי הרכוש,בית חולים        
5562,621,דמה,דמה,2012.0,7.0,11.0,עבירות נגד גוף,בית חולים        
5636,621,דמה,דמה,2012.0,9.0,21.0,עבירות נגד גוף,בית חולים        
5645,621,דמה,דמה,2012.0,7.0,17.0,עבירות סדר ציבורי,בית חולים        
5646,621,דמה,דמה,2012.0,7.0,17.0,עבירות סדר ציבורי,בית חולים        
5648,621,דמה,דמה,2012.0,7.0,6.0,עבירות כלפי הרכוש,בית חולים        
5705,621,דמה,דמה,2012.0,10.0,15.0,עבירות כלפי הרכוש,בית חולים        
5706,621,דמה,דמה,2012.0,10.0,15.0,עבירות כלפי הרכוש,בית חולים        
5712,621,דמה,דמה,2012.0,9.0,29.0,עבירות כלפי הרכוש,בית חולים        
5714,621,דמה,דמה,2012.0,9.0,21.0,עבירות כלפי הרכוש,בית חולים        
5717,621,דמה,דמה,2012.0,9.0,3.0,עבירות סדר ציבורי,בית חולים        
5718,621,דמה,דמה,2012.0,9.0,3.0,עבירות נגד גוף,בית חולים        
5722,621,דמה,דמה,2012.0,9.0,1.0,עבירות כלפי הרכוש,בית חולים        
5725,621,דמה,דמה,2012.0,8.0,23.0,עבירות סדר ציבורי,בית חולים        
5726,621,דמה,דמה,2012.0,8.0,23.0,עבירות נגד גוף,בית חולים        
5727,621,דמה,דמה,2012.0,8.0,16.0,עבירות סדר ציבורי,בית חולים        
5734,621,דמה,דמה,2012.0,7.0,21.0,עבירות נגד גוף,בית חולים        
5735,621,דמה,דמה,2012.0,7.0,17.0,עבירות סדר ציבורי,בית חולים        
5785,621,דמה,דמה,2012.0,12.0,22.0,עבירות נגד גוף,בית הקרבן        
5786,621,דמה,דמה,2012.0,12.0,10.0,עבירות סדר ציבורי,בית הקרבן        
5787,621,דמה,דמה,2012.0,12.0,12.0,עבירות סדר ציבורי,בית הקרבן        
5789,621,דמה,דמה,2012.0,12.0,8.0,עבירות כלפי הרכוש,בית הקרבן        
5790,621,דמה,דמה,2012.0,12.0,8.0,עבירות כלפי הרכוש,בית הקרבן        
5813,621,דמה,דמה,2012.0,9.0,27.0,עבירות כלפי הרכוש,בית הקרבן        
5816,621,דמה,דמה,2012.0,9.0,9.0,עבירות כלפי הרכוש,בית הקרבן        
5825,621,דמה,דמה,2012.0,8.0,21.0,עבירות סדר ציבורי,בית הקרבן        
5830,621,דמה,דמה,2012.0,8.0,13.0,עבירות כלפי הרכוש,בית הקרבן        
5838,621,דמה,דמה,2012.0,7.0,19.0,עבירות כלפי הרכוש,בית הקרבן        
5904,621,דמה,דמה,2012.0,9.0,20.0,עבירות כלפי הרכוש,בית הקרבן        
5909,621,דמה,דמה,2012.0,12.0,10.0,עבירות כלפי הרכוש,בית הקרבן        
5910,621,דמה,דמה,2012.0,11.0,30.0,עבירות סדר ציבורי,בית הקרבן        
5916,621,דמה,דמה,2012.0,11.0,25.0,עבירות כלפי הרכוש,בית הקרבן        
5923,621,דמה,דמה,2012.0,11.0,6.0,עבירות כלפי הרכוש,בית הקרבן        
5924,621,דמה,דמה,2012.0,11.0,6.0,עבירות כלפי הרכוש,בית הקרבן        
5930,621,דמה,דמה,2012.0,10.0,20.0,עבירות כלפי הרכוש,בית הקרבן        
